starttime	seconds	ctime	dtime	ttime	wait
Wed Nov 08 23:24:01 2023	1699475041	0	16	16	15
Wed Nov 08 23:24:00 2023	1699475040	0	16	16	16
Wed Nov 08 23:24:18 2023	1699475058	0	16	16	14
Wed Nov 08 23:24:13 2023	1699475053	0	16	16	15
Wed Nov 08 23:23:09 2023	1699474989	0	16	16	16
Wed Nov 08 23:24:16 2023	1699475056	0	16	16	15
Wed Nov 08 23:24:11 2023	1699475051	0	16	16	16
Wed Nov 08 23:23:34 2023	1699475014	0	16	16	15
Wed Nov 08 23:22:52 2023	1699474972	0	16	16	15
Wed Nov 08 23:24:08 2023	1699475048	0	16	16	15
Wed Nov 08 23:23:01 2023	1699474981	0	16	16	15
Wed Nov 08 23:23:44 2023	1699475024	0	16	16	16
Wed Nov 08 23:23:25 2023	1699475005	0	16	16	15
Wed Nov 08 23:23:53 2023	1699475033	0	16	16	16
Wed Nov 08 23:22:57 2023	1699474977	0	16	16	15
Wed Nov 08 23:23:53 2023	1699475033	0	16	16	15
Wed Nov 08 23:23:29 2023	1699475009	0	16	16	15
Wed Nov 08 23:23:50 2023	1699475030	0	16	16	15
Wed Nov 08 23:24:00 2023	1699475040	0	16	16	16
Wed Nov 08 23:24:04 2023	1699475044	0	16	16	15
Wed Nov 08 23:23:13 2023	1699474993	0	16	16	15
Wed Nov 08 23:22:47 2023	1699474967	0	16	16	14
Wed Nov 08 23:23:52 2023	1699475032	0	16	16	16
Wed Nov 08 23:23:01 2023	1699474981	0	16	16	15
Wed Nov 08 23:22:51 2023	1699474971	0	16	16	15
Wed Nov 08 23:24:11 2023	1699475051	0	16	16	16
Wed Nov 08 23:23:50 2023	1699475030	0	16	16	16
Wed Nov 08 23:24:07 2023	1699475047	0	16	16	15
Wed Nov 08 23:23:11 2023	1699474991	0	16	16	16
Wed Nov 08 23:22:56 2023	1699474976	0	16	16	15
Wed Nov 08 23:24:02 2023	1699475042	0	16	16	15
Wed Nov 08 23:23:57 2023	1699475037	0	16	16	15
Wed Nov 08 23:22:56 2023	1699474976	0	16	16	15
Wed Nov 08 23:22:57 2023	1699474977	0	16	16	15
Wed Nov 08 23:23:06 2023	1699474986	0	16	16	16
Wed Nov 08 23:23:56 2023	1699475036	0	16	16	16
Wed Nov 08 23:23:17 2023	1699474997	0	16	16	16
Wed Nov 08 23:24:06 2023	1699475046	0	16	16	16
Wed Nov 08 23:24:01 2023	1699475041	0	16	16	16
Wed Nov 08 23:24:01 2023	1699475041	0	16	16	16
Wed Nov 08 23:24:00 2023	1699475040	0	16	16	16
Wed Nov 08 23:23:48 2023	1699475028	0	16	16	16
Wed Nov 08 23:23:04 2023	1699474984	0	16	16	16
Wed Nov 08 23:24:03 2023	1699475043	0	16	16	15
Wed Nov 08 23:23:58 2023	1699475038	0	16	16	15
Wed Nov 08 23:23:05 2023	1699474985	0	16	16	15
Wed Nov 08 23:24:13 2023	1699475053	0	16	16	15
Wed Nov 08 23:23:50 2023	1699475030	0	16	16	16
Wed Nov 08 23:23:57 2023	1699475037	0	16	16	16
Wed Nov 08 23:23:37 2023	1699475017	0	16	16	12
Wed Nov 08 23:23:24 2023	1699475004	0	16	16	15
Wed Nov 08 23:23:57 2023	1699475037	0	16	16	15
Wed Nov 08 23:22:46 2023	1699474966	0	16	16	15
Wed Nov 08 23:23:41 2023	1699475021	0	16	16	15
Wed Nov 08 23:23:58 2023	1699475038	0	16	16	15
Wed Nov 08 23:24:05 2023	1699475045	0	16	16	15
Wed Nov 08 23:23:12 2023	1699474992	0	16	16	15
Wed Nov 08 23:22:56 2023	1699474976	0	16	16	15
Wed Nov 08 23:24:08 2023	1699475048	0	16	16	15
Wed Nov 08 23:23:45 2023	1699475025	0	16	16	16
Wed Nov 08 23:23:33 2023	1699475013	0	16	16	16
Wed Nov 08 23:23:22 2023	1699475002	0	16	16	16
Wed Nov 08 23:22:58 2023	1699474978	0	16	16	15
Wed Nov 08 23:23:08 2023	1699474988	0	16	16	15
Wed Nov 08 23:23:03 2023	1699474983	0	16	16	16
Wed Nov 08 23:23:51 2023	1699475031	0	16	16	16
Wed Nov 08 23:23:37 2023	1699475017	0	16	16	11
Wed Nov 08 23:24:03 2023	1699475043	0	16	16	16
Wed Nov 08 23:22:46 2023	1699474966	0	16	16	16
Wed Nov 08 23:23:52 2023	1699475032	0	16	16	15
Wed Nov 08 23:24:02 2023	1699475042	0	16	16	16
Wed Nov 08 23:24:07 2023	1699475047	0	16	16	16
Wed Nov 08 23:22:59 2023	1699474979	0	16	16	15
Wed Nov 08 23:23:24 2023	1699475004	0	16	16	16
Wed Nov 08 23:24:10 2023	1699475050	0	16	16	15
Wed Nov 08 23:22:59 2023	1699474979	0	16	16	16
Wed Nov 08 23:23:33 2023	1699475013	0	16	16	16
Wed Nov 08 23:22:48 2023	1699474968	0	16	16	16
Wed Nov 08 23:23:33 2023	1699475013	0	16	16	15
Wed Nov 08 23:23:16 2023	1699474996	0	16	16	15
Wed Nov 08 23:23:37 2023	1699475017	0	16	16	16
Wed Nov 08 23:24:08 2023	1699475048	0	16	16	15
Wed Nov 08 23:23:28 2023	1699475008	0	16	16	16
Wed Nov 08 23:22:48 2023	1699474968	0	16	16	16
Wed Nov 08 23:22:47 2023	1699474967	0	16	16	14
Wed Nov 08 23:23:15 2023	1699474995	0	16	16	14
Wed Nov 08 23:23:58 2023	1699475038	0	16	16	16
Wed Nov 08 23:22:54 2023	1699474974	0	16	16	16
Wed Nov 08 23:23:47 2023	1699475027	0	16	16	16
Wed Nov 08 23:23:40 2023	1699475020	0	16	16	15
Wed Nov 08 23:23:37 2023	1699475017	0	16	16	14
Wed Nov 08 23:23:42 2023	1699475022	0	16	16	16
Wed Nov 08 23:23:45 2023	1699475025	0	16	16	15
Wed Nov 08 23:23:47 2023	1699475027	0	16	16	16
Wed Nov 08 23:23:57 2023	1699475037	0	16	16	15
Wed Nov 08 23:23:45 2023	1699475025	0	16	16	16
Wed Nov 08 23:23:02 2023	1699474982	0	16	16	16
Wed Nov 08 23:23:02 2023	1699474982	0	16	16	13
Wed Nov 08 23:23:55 2023	1699475035	0	16	16	15
Wed Nov 08 23:24:00 2023	1699475040	0	16	16	15
Wed Nov 08 23:24:05 2023	1699475045	0	16	16	14
Wed Nov 08 23:23:24 2023	1699475004	0	16	16	16
Wed Nov 08 23:23:07 2023	1699474987	0	16	16	16
Wed Nov 08 23:24:05 2023	1699475045	0	16	16	16
Wed Nov 08 23:24:04 2023	1699475044	0	16	16	16
Wed Nov 08 23:23:36 2023	1699475016	0	16	16	16
Wed Nov 08 23:23:47 2023	1699475027	0	16	16	15
Wed Nov 08 23:23:51 2023	1699475031	0	16	16	16
Wed Nov 08 23:23:59 2023	1699475039	0	16	16	16
Wed Nov 08 23:23:01 2023	1699474981	0	16	16	16
Wed Nov 08 23:24:06 2023	1699475046	0	16	16	15
Wed Nov 08 23:23:57 2023	1699475037	0	16	16	16
Wed Nov 08 23:22:46 2023	1699474966	0	16	16	16
Wed Nov 08 23:22:56 2023	1699474976	0	16	16	16
Wed Nov 08 23:22:50 2023	1699474970	0	16	16	15
Wed Nov 08 23:23:51 2023	1699475031	0	16	16	16
Wed Nov 08 23:23:42 2023	1699475022	0	16	16	15
Wed Nov 08 23:24:09 2023	1699475049	0	16	16	15
Wed Nov 08 23:23:31 2023	1699475011	0	16	16	16
Wed Nov 08 23:24:05 2023	1699475045	0	16	16	16
Wed Nov 08 23:23:16 2023	1699474996	0	16	16	16
Wed Nov 08 23:23:31 2023	1699475011	0	16	16	15
Wed Nov 08 23:24:03 2023	1699475043	0	16	16	15
Wed Nov 08 23:23:53 2023	1699475033	0	16	16	16
Wed Nov 08 23:24:10 2023	1699475050	0	16	16	15
Wed Nov 08 23:22:56 2023	1699474976	0	16	16	15
Wed Nov 08 23:24:10 2023	1699475050	0	16	16	16
Wed Nov 08 23:23:00 2023	1699474980	0	16	16	15
Wed Nov 08 23:22:48 2023	1699474968	0	16	16	16
Wed Nov 08 23:22:58 2023	1699474978	0	16	16	15
Wed Nov 08 23:22:50 2023	1699474970	0	16	16	16
Wed Nov 08 23:23:53 2023	1699475033	0	16	16	16
Wed Nov 08 23:23:36 2023	1699475016	0	16	16	15
Wed Nov 08 23:23:58 2023	1699475038	0	16	16	16
Wed Nov 08 23:24:01 2023	1699475041	0	16	16	16
Wed Nov 08 23:23:09 2023	1699474989	0	16	16	16
Wed Nov 08 23:23:35 2023	1699475015	0	16	16	16
Wed Nov 08 23:24:15 2023	1699475055	0	16	16	16
Wed Nov 08 23:23:08 2023	1699474988	0	16	16	14
Wed Nov 08 23:23:30 2023	1699475010	0	16	16	16
Wed Nov 08 23:23:34 2023	1699475014	0	16	16	16
Wed Nov 08 23:23:30 2023	1699475010	0	16	16	16
Wed Nov 08 23:24:17 2023	1699475057	0	16	16	15
Wed Nov 08 23:23:08 2023	1699474988	0	16	16	16
Wed Nov 08 23:23:45 2023	1699475025	0	16	16	16
Wed Nov 08 23:23:06 2023	1699474986	0	16	16	15
Wed Nov 08 23:23:08 2023	1699474988	0	16	16	14
Wed Nov 08 23:22:57 2023	1699474977	0	16	16	16
Wed Nov 08 23:23:23 2023	1699475003	0	16	16	16
Wed Nov 08 23:23:59 2023	1699475039	0	16	16	15
Wed Nov 08 23:24:04 2023	1699475044	0	16	16	16
Wed Nov 08 23:23:51 2023	1699475031	0	16	16	16
Wed Nov 08 23:22:50 2023	1699474970	0	16	16	15
Wed Nov 08 23:22:59 2023	1699474979	0	16	16	16
Wed Nov 08 23:23:04 2023	1699474984	0	16	16	15
Wed Nov 08 23:22:55 2023	1699474975	0	16	16	16
Wed Nov 08 23:23:45 2023	1699475025	0	16	16	16
Wed Nov 08 23:23:31 2023	1699475011	0	16	16	16
Wed Nov 08 23:23:32 2023	1699475012	0	16	16	15
Wed Nov 08 23:22:59 2023	1699474979	0	16	16	16
Wed Nov 08 23:23:00 2023	1699474980	0	16	16	16
Wed Nov 08 23:22:53 2023	1699474973	0	16	16	16
Wed Nov 08 23:23:25 2023	1699475005	0	16	16	16
Wed Nov 08 23:23:51 2023	1699475031	0	16	16	14
Wed Nov 08 23:24:12 2023	1699475052	0	16	16	16
Wed Nov 08 23:24:01 2023	1699475041	0	16	16	16
Wed Nov 08 23:23:19 2023	1699474999	0	16	16	16
Wed Nov 08 23:24:08 2023	1699475048	0	16	16	16
Wed Nov 08 23:23:13 2023	1699474993	0	16	16	16
Wed Nov 08 23:22:54 2023	1699474974	0	16	16	15
Wed Nov 08 23:24:07 2023	1699475047	0	16	16	16
Wed Nov 08 23:23:13 2023	1699474993	0	16	16	16
Wed Nov 08 23:24:10 2023	1699475050	0	16	16	15
Wed Nov 08 23:23:38 2023	1699475018	0	16	16	16
Wed Nov 08 23:22:48 2023	1699474968	0	16	16	16
Wed Nov 08 23:23:06 2023	1699474986	0	16	16	16
Wed Nov 08 23:23:24 2023	1699475004	0	16	16	16
Wed Nov 08 23:24:17 2023	1699475057	0	16	16	16
Wed Nov 08 23:22:53 2023	1699474973	0	16	16	16
Wed Nov 08 23:23:22 2023	1699475002	0	16	16	16
Wed Nov 08 23:23:29 2023	1699475009	0	16	16	15
Wed Nov 08 23:24:06 2023	1699475046	0	16	16	16
Wed Nov 08 23:23:47 2023	1699475027	0	16	16	16
Wed Nov 08 23:23:16 2023	1699474996	0	16	16	16
Wed Nov 08 23:24:18 2023	1699475058	0	16	16	15
Wed Nov 08 23:23:01 2023	1699474981	0	16	16	16
Wed Nov 08 23:22:59 2023	1699474979	0	16	16	15
Wed Nov 08 23:23:59 2023	1699475039	0	16	16	15
Wed Nov 08 23:23:20 2023	1699475000	0	16	16	16
Wed Nov 08 23:23:24 2023	1699475004	0	16	16	16
Wed Nov 08 23:24:18 2023	1699475058	0	16	16	16
Wed Nov 08 23:23:09 2023	1699474989	0	16	16	15
Wed Nov 08 23:22:52 2023	1699474972	0	16	16	16
Wed Nov 08 23:23:33 2023	1699475013	0	16	16	16
Wed Nov 08 23:23:53 2023	1699475033	0	16	16	16
Wed Nov 08 23:23:16 2023	1699474996	0	16	16	16
Wed Nov 08 23:24:06 2023	1699475046	0	16	16	16
Wed Nov 08 23:24:01 2023	1699475041	0	16	16	16
Wed Nov 08 23:22:52 2023	1699474972	0	16	16	16
Wed Nov 08 23:23:12 2023	1699474992	0	16	16	16
Wed Nov 08 23:24:04 2023	1699475044	0	16	16	15
Wed Nov 08 23:23:01 2023	1699474981	0	16	16	16
Wed Nov 08 23:23:06 2023	1699474986	0	16	16	16
Wed Nov 08 23:23:09 2023	1699474989	0	16	16	16
Wed Nov 08 23:24:17 2023	1699475057	0	16	16	16
Wed Nov 08 23:22:52 2023	1699474972	0	16	16	16
Wed Nov 08 23:23:37 2023	1699475017	0	16	16	16
Wed Nov 08 23:23:04 2023	1699474984	0	16	16	16
Wed Nov 08 23:23:42 2023	1699475022	0	16	16	16
Wed Nov 08 23:22:58 2023	1699474978	0	16	16	16
Wed Nov 08 23:23:43 2023	1699475023	0	16	16	16
Wed Nov 08 23:23:16 2023	1699474996	0	16	16	15
Wed Nov 08 23:23:34 2023	1699475014	0	16	16	16
Wed Nov 08 23:24:03 2023	1699475043	0	16	16	16
Wed Nov 08 23:23:02 2023	1699474982	0	16	16	16
Wed Nov 08 23:23:02 2023	1699474982	0	16	16	16
Wed Nov 08 23:22:54 2023	1699474974	0	16	16	15
Wed Nov 08 23:24:17 2023	1699475057	0	16	16	15
Wed Nov 08 23:22:52 2023	1699474972	0	16	17	16
Wed Nov 08 23:23:25 2023	1699475005	0	16	17	10
Wed Nov 08 23:22:47 2023	1699474967	0	16	17	16
Wed Nov 08 23:24:11 2023	1699475051	0	16	17	16
Wed Nov 08 23:23:32 2023	1699475012	0	16	17	15
Wed Nov 08 23:23:43 2023	1699475023	0	16	17	16
Wed Nov 08 23:24:15 2023	1699475055	0	16	17	10
Wed Nov 08 23:24:07 2023	1699475047	0	16	17	16
Wed Nov 08 23:23:13 2023	1699474993	0	16	17	16
Wed Nov 08 23:23:01 2023	1699474981	0	16	17	16
Wed Nov 08 23:23:04 2023	1699474984	0	16	17	16
Wed Nov 08 23:23:16 2023	1699474996	0	16	17	15
Wed Nov 08 23:23:57 2023	1699475037	0	16	17	16
Wed Nov 08 23:22:57 2023	1699474977	0	16	17	16
Wed Nov 08 23:23:06 2023	1699474986	0	16	17	16
Wed Nov 08 23:23:58 2023	1699475038	0	16	17	16
Wed Nov 08 23:23:02 2023	1699474982	0	16	17	16
Wed Nov 08 23:23:35 2023	1699475015	0	16	17	15
Wed Nov 08 23:23:03 2023	1699474983	0	16	17	16
Wed Nov 08 23:24:11 2023	1699475051	0	16	17	16
Wed Nov 08 23:24:07 2023	1699475047	0	16	17	16
Wed Nov 08 23:24:10 2023	1699475050	0	16	17	16
Wed Nov 08 23:23:34 2023	1699475014	0	16	17	13
Wed Nov 08 23:24:05 2023	1699475045	0	16	17	16
Wed Nov 08 23:23:22 2023	1699475002	0	16	17	16
Wed Nov 08 23:22:53 2023	1699474973	0	16	17	15
Wed Nov 08 23:23:59 2023	1699475039	0	17	17	11
Wed Nov 08 23:22:56 2023	1699474976	0	16	17	16
Wed Nov 08 23:22:57 2023	1699474977	0	16	17	13
Wed Nov 08 23:23:45 2023	1699475025	0	16	17	16
Wed Nov 08 23:23:43 2023	1699475023	0	16	17	16
Wed Nov 08 23:22:50 2023	1699474970	0	17	17	17
Wed Nov 08 23:24:05 2023	1699475045	0	17	17	16
Wed Nov 08 23:23:25 2023	1699475005	0	16	17	16
Wed Nov 08 23:22:52 2023	1699474972	0	16	17	16
Wed Nov 08 23:24:16 2023	1699475056	0	17	17	16
Wed Nov 08 23:24:15 2023	1699475055	0	17	17	16
Wed Nov 08 23:24:11 2023	1699475051	0	17	17	16
Wed Nov 08 23:23:26 2023	1699475006	0	17	17	15
Wed Nov 08 23:24:08 2023	1699475048	0	17	17	16
Wed Nov 08 23:24:04 2023	1699475044	0	17	17	16
Wed Nov 08 23:23:35 2023	1699475015	0	16	17	16
Wed Nov 08 23:24:17 2023	1699475057	0	17	17	16
Wed Nov 08 23:23:51 2023	1699475031	0	17	17	16
Wed Nov 08 23:24:07 2023	1699475047	0	17	17	16
Wed Nov 08 23:24:00 2023	1699475040	0	17	17	16
Wed Nov 08 23:23:23 2023	1699475003	0	16	17	16
Wed Nov 08 23:23:35 2023	1699475015	0	17	17	16
Wed Nov 08 23:24:09 2023	1699475049	0	17	17	17
Wed Nov 08 23:22:53 2023	1699474973	0	17	17	17
Wed Nov 08 23:22:48 2023	1699474968	0	17	17	17
Wed Nov 08 23:22:58 2023	1699474978	0	17	17	16
Wed Nov 08 23:23:49 2023	1699475029	0	17	17	15
Wed Nov 08 23:23:13 2023	1699474993	0	17	17	16
Wed Nov 08 23:23:31 2023	1699475011	0	17	17	17
Wed Nov 08 23:23:47 2023	1699475027	0	17	17	11
Wed Nov 08 23:23:16 2023	1699474996	0	17	17	16
Wed Nov 08 23:24:03 2023	1699475043	0	17	17	16
Wed Nov 08 23:22:51 2023	1699474971	0	17	17	16
Wed Nov 08 23:23:21 2023	1699475001	0	17	17	17
Wed Nov 08 23:23:57 2023	1699475037	0	17	17	16
Wed Nov 08 23:23:28 2023	1699475008	0	17	17	16
Wed Nov 08 23:23:45 2023	1699475025	0	17	17	17
Wed Nov 08 23:23:24 2023	1699475004	0	17	17	17
Wed Nov 08 23:22:47 2023	1699474967	0	16	17	15
Wed Nov 08 23:24:16 2023	1699475056	0	17	17	17
Wed Nov 08 23:23:00 2023	1699474980	0	17	17	16
Wed Nov 08 23:23:59 2023	1699475039	0	17	17	17
Wed Nov 08 23:23:10 2023	1699474990	0	17	17	16
Wed Nov 08 23:22:46 2023	1699474966	0	17	17	17
Wed Nov 08 23:23:52 2023	1699475032	0	17	17	17
Wed Nov 08 23:23:23 2023	1699475003	0	17	17	16
Wed Nov 08 23:23:24 2023	1699475004	0	17	17	16
Wed Nov 08 23:23:51 2023	1699475031	0	17	17	16
Wed Nov 08 23:23:42 2023	1699475022	0	17	17	16
Wed Nov 08 23:23:24 2023	1699475004	0	17	17	16
Wed Nov 08 23:22:46 2023	1699474966	0	17	17	17
Wed Nov 08 23:23:36 2023	1699475016	0	17	17	16
Wed Nov 08 23:23:37 2023	1699475017	0	17	17	17
Wed Nov 08 23:23:02 2023	1699474982	0	17	17	17
Wed Nov 08 23:24:08 2023	1699475048	0	17	17	11
Wed Nov 08 23:24:09 2023	1699475049	0	17	17	16
Wed Nov 08 23:23:44 2023	1699475024	0	17	17	16
Wed Nov 08 23:22:49 2023	1699474969	0	17	17	16
Wed Nov 08 23:23:08 2023	1699474988	0	17	17	16
Wed Nov 08 23:24:13 2023	1699475053	0	17	17	16
Wed Nov 08 23:23:58 2023	1699475038	0	17	17	17
Wed Nov 08 23:23:27 2023	1699475007	0	17	17	16
Wed Nov 08 23:22:47 2023	1699474967	0	17	17	17
Wed Nov 08 23:23:57 2023	1699475037	0	17	17	16
Wed Nov 08 23:23:25 2023	1699475005	0	17	17	15
Wed Nov 08 23:23:48 2023	1699475028	0	17	17	16
Wed Nov 08 23:23:29 2023	1699475009	0	17	17	16
Wed Nov 08 23:23:05 2023	1699474985	0	17	17	17
Wed Nov 08 23:23:04 2023	1699474984	0	17	17	17
Wed Nov 08 23:23:26 2023	1699475006	0	17	17	16
Wed Nov 08 23:23:12 2023	1699474992	0	17	17	16
Wed Nov 08 23:23:53 2023	1699475033	0	17	17	16
Wed Nov 08 23:23:16 2023	1699474996	0	17	17	17
Wed Nov 08 23:24:13 2023	1699475053	0	17	17	17
Wed Nov 08 23:23:54 2023	1699475034	0	17	17	17
Wed Nov 08 23:23:01 2023	1699474981	0	17	17	16
Wed Nov 08 23:22:51 2023	1699474971	0	17	17	17
Wed Nov 08 23:22:51 2023	1699474971	0	17	17	17
Wed Nov 08 23:22:57 2023	1699474977	0	17	17	16
Wed Nov 08 23:24:04 2023	1699475044	0	17	17	17
Wed Nov 08 23:23:32 2023	1699475012	0	17	17	16
Wed Nov 08 23:23:20 2023	1699475000	0	17	17	16
Wed Nov 08 23:24:11 2023	1699475051	0	17	17	17
Wed Nov 08 23:23:37 2023	1699475017	0	17	17	11
Wed Nov 08 23:23:00 2023	1699474980	0	17	17	17
Wed Nov 08 23:24:12 2023	1699475052	0	17	17	16
Wed Nov 08 23:24:00 2023	1699475040	0	17	17	17
Wed Nov 08 23:23:01 2023	1699474981	0	17	17	17
Wed Nov 08 23:23:47 2023	1699475027	0	17	17	17
Wed Nov 08 23:23:08 2023	1699474988	0	17	17	15
Wed Nov 08 23:23:55 2023	1699475035	0	17	17	17
Wed Nov 08 23:23:34 2023	1699475014	0	17	17	12
Wed Nov 08 23:23:09 2023	1699474989	0	17	17	17
Wed Nov 08 23:22:48 2023	1699474968	0	17	17	17
Wed Nov 08 23:23:08 2023	1699474988	0	17	17	17
Wed Nov 08 23:23:23 2023	1699475003	0	17	17	16
Wed Nov 08 23:23:08 2023	1699474988	0	17	17	17
Wed Nov 08 23:24:16 2023	1699475056	0	17	17	17
Wed Nov 08 23:23:09 2023	1699474989	0	17	17	17
Wed Nov 08 23:23:59 2023	1699475039	0	17	17	17
Wed Nov 08 23:24:18 2023	1699475058	0	17	17	16
Wed Nov 08 23:23:59 2023	1699475039	0	17	17	14
Wed Nov 08 23:24:10 2023	1699475050	0	17	17	17
Wed Nov 08 23:22:58 2023	1699474978	0	17	17	10
Wed Nov 08 23:22:46 2023	1699474966	0	17	17	17
Wed Nov 08 23:24:09 2023	1699475049	0	17	17	16
Wed Nov 08 23:22:54 2023	1699474974	0	17	17	17
Wed Nov 08 23:23:45 2023	1699475025	0	17	17	17
Wed Nov 08 23:24:15 2023	1699475055	0	17	17	17
Wed Nov 08 23:22:46 2023	1699474966	0	17	17	17
Wed Nov 08 23:23:08 2023	1699474988	0	17	17	17
Wed Nov 08 23:24:07 2023	1699475047	0	17	17	17
Wed Nov 08 23:23:32 2023	1699475012	0	17	17	16
Wed Nov 08 23:24:17 2023	1699475057	0	17	17	17
Wed Nov 08 23:24:05 2023	1699475045	0	17	17	17
Wed Nov 08 23:24:05 2023	1699475045	0	17	17	17
Wed Nov 08 23:23:14 2023	1699474994	0	17	17	17
Wed Nov 08 23:23:34 2023	1699475014	0	17	17	17
Wed Nov 08 23:24:08 2023	1699475048	0	17	17	16
Wed Nov 08 23:23:53 2023	1699475033	0	17	17	17
Wed Nov 08 23:23:19 2023	1699474999	0	17	17	12
Wed Nov 08 23:24:00 2023	1699475040	0	17	17	16
Wed Nov 08 23:22:51 2023	1699474971	0	17	17	17
Wed Nov 08 23:24:10 2023	1699475050	0	17	17	16
Wed Nov 08 23:24:09 2023	1699475049	0	17	17	16
Wed Nov 08 23:22:57 2023	1699474977	0	17	17	17
Wed Nov 08 23:22:50 2023	1699474970	0	17	17	17
Wed Nov 08 23:23:09 2023	1699474989	0	17	17	17
Wed Nov 08 23:22:47 2023	1699474967	0	17	17	17
Wed Nov 08 23:24:03 2023	1699475043	0	17	17	17
Wed Nov 08 23:23:56 2023	1699475036	0	17	17	17
Wed Nov 08 23:23:21 2023	1699475001	0	17	17	17
Wed Nov 08 23:23:07 2023	1699474987	0	17	17	16
Wed Nov 08 23:24:08 2023	1699475048	0	17	17	17
Wed Nov 08 23:23:14 2023	1699474994	0	17	17	17
Wed Nov 08 23:23:37 2023	1699475017	0	17	17	17
Wed Nov 08 23:23:24 2023	1699475004	0	17	17	17
Wed Nov 08 23:24:18 2023	1699475058	0	17	17	17
Wed Nov 08 23:23:40 2023	1699475020	0	17	17	17
Wed Nov 08 23:23:35 2023	1699475015	0	17	17	17
Wed Nov 08 23:23:37 2023	1699475017	0	17	17	17
Wed Nov 08 23:23:45 2023	1699475025	0	17	17	17
Wed Nov 08 23:23:57 2023	1699475037	0	17	17	17
Wed Nov 08 23:22:50 2023	1699474970	0	17	17	16
Wed Nov 08 23:24:03 2023	1699475043	0	17	17	17
Wed Nov 08 23:24:09 2023	1699475049	0	17	17	17
Wed Nov 08 23:23:23 2023	1699475003	0	17	17	17
Wed Nov 08 23:24:03 2023	1699475043	0	17	17	17
Wed Nov 08 23:23:55 2023	1699475035	0	17	17	17
Wed Nov 08 23:22:59 2023	1699474979	0	17	17	16
Wed Nov 08 23:23:08 2023	1699474988	0	17	17	17
Wed Nov 08 23:24:01 2023	1699475041	0	17	17	17
Wed Nov 08 23:23:03 2023	1699474983	0	17	17	17
Wed Nov 08 23:24:16 2023	1699475056	0	17	17	17
Wed Nov 08 23:24:14 2023	1699475054	0	17	17	16
Wed Nov 08 23:24:16 2023	1699475056	0	17	17	17
Wed Nov 08 23:24:15 2023	1699475055	0	17	17	17
Wed Nov 08 23:24:18 2023	1699475058	0	17	17	17
Wed Nov 08 23:24:10 2023	1699475050	0	17	17	14
Wed Nov 08 23:23:41 2023	1699475021	0	17	17	17
Wed Nov 08 23:23:46 2023	1699475026	0	17	17	15
Wed Nov 08 23:23:13 2023	1699474993	0	17	17	17
Wed Nov 08 23:23:11 2023	1699474991	0	17	17	15
Wed Nov 08 23:24:18 2023	1699475058	0	17	17	17
Wed Nov 08 23:23:42 2023	1699475022	0	17	17	16
Wed Nov 08 23:23:06 2023	1699474986	0	17	17	16
Wed Nov 08 23:23:00 2023	1699474980	0	17	17	16
Wed Nov 08 23:23:16 2023	1699474996	0	17	17	16
Wed Nov 08 23:23:51 2023	1699475031	0	17	17	16
Wed Nov 08 23:22:50 2023	1699474970	0	17	17	17
Wed Nov 08 23:24:11 2023	1699475051	0	17	17	17
Wed Nov 08 23:23:05 2023	1699474985	0	17	17	17
Wed Nov 08 23:23:12 2023	1699474992	0	17	17	15
Wed Nov 08 23:22:59 2023	1699474979	0	17	17	17
Wed Nov 08 23:23:00 2023	1699474980	0	17	17	17
Wed Nov 08 23:23:59 2023	1699475039	0	17	17	16
Wed Nov 08 23:23:14 2023	1699474994	0	17	17	16
Wed Nov 08 23:24:11 2023	1699475051	0	17	17	17
Wed Nov 08 23:22:54 2023	1699474974	0	17	17	17
Wed Nov 08 23:23:21 2023	1699475001	0	17	17	17
Wed Nov 08 23:24:16 2023	1699475056	0	17	17	13
Wed Nov 08 23:22:47 2023	1699474967	0	17	17	14
Wed Nov 08 23:24:02 2023	1699475042	0	17	17	17
Wed Nov 08 23:23:44 2023	1699475024	0	17	17	17
Wed Nov 08 23:23:09 2023	1699474989	0	17	17	17
Wed Nov 08 23:23:58 2023	1699475038	0	17	17	12
Wed Nov 08 23:24:13 2023	1699475053	0	17	17	17
Wed Nov 08 23:22:47 2023	1699474967	0	17	17	17
Wed Nov 08 23:23:16 2023	1699474996	0	17	17	17
Wed Nov 08 23:23:00 2023	1699474980	0	17	17	16
Wed Nov 08 23:23:33 2023	1699475013	0	17	17	17
Wed Nov 08 23:22:47 2023	1699474967	0	17	17	17
Wed Nov 08 23:24:13 2023	1699475053	0	17	17	17
Wed Nov 08 23:24:11 2023	1699475051	0	17	17	17
Wed Nov 08 23:23:01 2023	1699474981	0	17	17	17
Wed Nov 08 23:24:13 2023	1699475053	0	17	17	17
Wed Nov 08 23:22:49 2023	1699474969	0	17	17	17
Wed Nov 08 23:23:52 2023	1699475032	0	17	17	17
Wed Nov 08 23:24:07 2023	1699475047	0	17	17	17
Wed Nov 08 23:22:52 2023	1699474972	0	17	17	14
Wed Nov 08 23:23:14 2023	1699474994	0	17	17	16
Wed Nov 08 23:22:59 2023	1699474979	0	17	17	17
Wed Nov 08 23:24:11 2023	1699475051	0	17	17	17
Wed Nov 08 23:24:02 2023	1699475042	0	17	17	17
Wed Nov 08 23:23:21 2023	1699475001	0	17	17	17
Wed Nov 08 23:23:24 2023	1699475004	0	17	17	17
